0,88.4827336861621,19.8842869374551
0.05,106.967710976865,20.0075179615261
0.1,106.331672732652,20.0185904532469
0.15,96.1277304820766,19.9291722185594
0.2,86.1457413275351,20.0781030661303
0.25,102.91268609643,19.9435593535495
0.3,98.1474860590824,20.0542257128498
0.35,107.680170853325,20.0163540084826
0.4,94.8100383217621,19.9485584095671
0.45,97.2943161237054,19.8682648276536
0.5,101.974685214027,19.832040845324
0.55,95.5818188214734,19.8394770647674
0.6,97.0154459973146,19.8546897190465
0.65,91.8526243075177,19.9684341309791
0.7,104.329423598224,20.0773202151067
0.75,105.033202407963,19.7337224696382
0.8,105.675594014975,20.066716608756
0.85,100.743246161483,19.8446985731185
0.9,96.5379297712806,19.9483129609147
0.95,98.1317234351378,19.7432535017936
1,100.015054112742,19.7451382605831
1.05,105.933416502839,19.8299829931645
1.1,117.25293394284,19.8431822165471
1.15,98.4706986838464,19.8080362560146
1.2,108.36158935917,19.8230983950328
1.25,102.58396319103,19.7331199337338
1.3,99.1074472253876,19.7099119457088
1.35,105.543023665839,19.7345633830747
1.4,102.493411153788,19.6780467455583
1.45,107.631768432624,19.6102983867838
1.5,101.853200279296,19.6461912702846
1.55,107.362618932795,19.6561613922673
1.6,111.082934576978,19.7966173927568
1.65,104.782369543041,19.8008190637037
1.7,97.1421804689297,19.6017677906631
1.75,96.9750879544851,19.664807051227
1.8,112.013973199189,19.8084344399292
1.85,102.531714343943,19.4616573053562
1.9,104.839083557084,19.8816325042359
1.95,105.151754002409,19.5025923655458
2,112.10343896582,19.5118270761684
2.05,105.144207819135,19.6689240885368
2.1,110.698342029869,19.695696197189
2.15,109.275126181847,19.2129215260952
2.2,103.763778799049,19.4001213118386
2.25,100.411700365348,19.597236829948
2.3,102.828667698401,19.4198819769055
2.35,108.096318262089,19.5603629754287
2.4,100.63511484196,19.5311483188285
2.45,106.966264190834,19.5212298074921
2.5,103.268373938666,19.4376223897818
2.55,100.239412032234,19.3532878133587
2.6,110.532816890488,19.5462979300789
2.65,104.046747435834,19.6344277237518
2.7,105.284193522179,19.5472224352832
2.75,103.282681609452,19.3830573598306
2.8,96.8586028929049,19.5081190130308
2.85,107.073751386956,19.4681461224546
2.9,96.802096899255,19.6635688932725
2.95,108.747290818334,19.6180928541365
3,103.465392555524,19.5092478760304
3.05,95.7284970744125,19.4601015195385
3.1,96.7108964713456,19.5339336285475
3.15,98.4575604134219,19.5991052052031
3.2,101.270746345929,19.4811594203311
3.25,105.78411376688,19.5313030304126
3.3,112.569820108216,19.5613195062317
3.35,108.745128604713,19.4418861414899
3.4,114.256934121445,19.4191616983467
